Ref,Date received,Councillor,Service area,Directorate
13327796,20/01/2023,"Ward-Wilson, Janice","Looked after Children, Permanence and Specialist Services",Childrens Social Care
13417372,23/01/2023,"Bishop, Brian",0-25 SEND,Educational Achievement & Inclusion
13327296,23/01/2023,"Borella, Stefano",Legal Services,Legal & Democratic Services
13332096,23/01/2023,"Curtois, Andrew",Housing Services,Place
13332197,23/01/2023,"Curtois, Andrew","Highways, Traffic and Infrastructure",Place
13327596,23/01/2023,"Gower MBE, Sue",Leisure Parks and Open Spaces,Place
13327996,23/01/2023,"Hall, Steven",Environmental Services,Place
13329096,23/01/2023,"Hall, Steven",Parking Enforcement (Bexley and Bromley),Place
13336496,23/01/2023,"Hall, Steven",Environmental Services,Place
13337096,23/01/2023,"Hall, Steven",Environmental Services,Place
13330896,23/01/2023,"Johnson MP, Gareth",Housing Services,Place
13340896,23/01/2023,"Leaf, David","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
13348828,23/01/2023,"O'Neill OBE, Teresa",Environmental Services,Place
13344896,23/01/2023,"Perfect, Wendy",Environmental Services,Place
13331696,23/01/2023,"Perfect, Wendy",Libraries and Communities,Place
13332196,23/01/2023,"Perfect, Wendy",Leisure Parks and Open Spaces,Place
13326296,23/01/2023,"Read, Philip",Environmental Services,Place
13341696,23/01/2023,"Read, Philip","Highways, Traffic and Infrastructure",Place
13341496,23/01/2023,"Seymour, Melvin",Environmental Services,Place
13337396,23/01/2023,"Taylor, Nicola",Environmental Services,Place
13352328,24/01/2023,"Bishop, Brian",Planning and Regulation,Place
13350328,24/01/2023,"Evennett, David","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
13340998,24/01/2023,"French, Louie",Environmental Services,Place
13335096,24/01/2023,"Gill, Baljeet",Environmental Services,Place
13335496,24/01/2023,"Holloway, Adam",Housing Services,Place
13334796,24/01/2023,"Leaf, David",Parking Enforcement (Bexley and Bromley),Place
13337896,24/01/2023,"Leaf, David",Parking Enforcement (Bexley and Bromley),Place
13349228,24/01/2023,"Leaf, David","Property, Assets and Facilities Management",Finance
13341497,24/01/2023,"Moore, Lisa-Jane",Environmental Services,Place
13335396,24/01/2023,"Oppong-Asare, Abena",Housing Services,Place
13344496,25/01/2023,"Amaning, Esther",Environmental Services,Place
13345396,25/01/2023,"Asunramu, Zainab",Environmental Services,Place
13343396,25/01/2023,"Evennett, David",Housing Services,Place
13346796,25/01/2023,"French, Louie",Housing Services,Place
13344696,25/01/2023,"Hall, Steven",Environmental Services,Place
13345096,25/01/2023,"Munur, Cafer",Environmental Services,Place
13344296,25/01/2023,"Oppong-Asare, Abena",Housing Services,Place
13352528,26/01/2023,"Diment, Richard",Environmental Services,Place
13352628,26/01/2023,"Evennett, David",Housing Services,Place
13355428,26/01/2023,"Evennett, David",Housing Services,Place
13350528,26/01/2023,"French, Louie",0-25 SEND,Educational Achievement & Inclusion
13353228,26/01/2023,"Holding, Angela",Environmental Services,Place
13349928,26/01/2023,"Holding, Angela",Corporate Finance,Finance
13351328,26/01/2023,"Holloway, Adam",Housing Services,Place
13368788,26/01/2023,"Taylor, Nicola",Environmental Services,Place
13349628,26/01/2023,"Ward-Wilson, Janice","Highways, Traffic and Infrastructure",Place
13359128,27/01/2023,"Amaning, Esther",Housing Services,Place
13361030,27/01/2023,"Bishop, Brian",Housing Services,Place
13368388,27/01/2023,"Catterall, Christine",Environmental Services,Place
13362528,27/01/2023,"Curtois, Andrew","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
13360528,27/01/2023,"Day, Anna",Housing Services,Place
13361429,27/01/2023,"Evennett, David","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
13362128,27/01/2023,"French, Louie",Housing Services,Place
13371188,27/01/2023,"Gower MBE, Sue",Environmental Services,Place
13368789,27/01/2023,"Hall, Steven",Environmental Services,Place
13376288,27/01/2023,"Hall, Steven",Housing Services,Place
13360728,27/01/2023,"Hinkley, Sally",Housing Services,Place
13358528,27/01/2023,"Holding, Angela","Highways, Traffic and Infrastructure",Place
13359628,27/01/2023,"Leaf, David",Housing Services,Place
13362428,27/01/2023,"O'Neill OBE, Teresa",Environmental Services,Place
13361528,27/01/2023,"Oppong-Asare, Abena",Housing Services,Place
13368288,28/01/2023,"Munur, Cafer",Environmental Services,Place
13367356,30/01/2023,"Borella, Stefano",Parking Enforcement (Bexley and Bromley),Place
13363959,30/01/2023,"Evennett, David",Housing Services,Place
13367757,30/01/2023,"Gower MBE, Sue",Environmental Services,Place
13369388,30/01/2023,"Hall, Steven","Highways, Traffic and Infrastructure",Place
13367256,30/01/2023,"Hall, Steven",Environmental Services,Place
13369588,30/01/2023,"Leaf, David",Exchequer Services,Finance
13370188,30/01/2023,"Sandhu, Rags",Integrated Services for Older People,Adult Social Care & Health
13372688,31/01/2023,"Borella, Stefano",Housing Services,Place
13375988,31/01/2023,"Borella, Stefano",Housing Services,Place
13370788,31/01/2023,"Davey, John","Highways, Traffic and Infrastructure",Place
13370889,31/01/2023,"Davey, John",Environmental Services,Place
13370588,31/01/2023,"Evennett, David",Housing Services,Place
13373589,31/01/2023,"Evennett, David",Housing Services,Place
13375288,31/01/2023,"Hall, Steven",Parking Enforcement (Bexley and Bromley),Place
13375588,31/01/2023,"Hinkley, Sally",Housing Services,Place
13374988,31/01/2023,"Leaf, David",Planning and Regulation,Place
13373489,31/01/2023,"Munur, Cafer",Parking Enforcement (Bexley and Bromley),Place
13371388,31/01/2023,"O'Neill OBE, Teresa",Leisure Parks and Open Spaces,Place
13369589,31/01/2023,"Oppong-Asare, Abena",Housing Services,Place
13376688,31/01/2023,"Oppong-Asare, Abena",Housing Services,Place
13373188,31/01/2023,"Perfect, Wendy",Environmental Services,Place
13372288,31/01/2023,"Slaughter, June",Environmental Services,Place
13373889,31/01/2023,"Taylor, Nicola",Environmental Services,Place
13378452,01/02/2023,"Borella, Stefano",Libraries and Communities,Place
13372092,01/02/2023,"Christoforides, Kurtis",Environmental Services,Place
13386784,01/02/2023,"Hall, Steven",Planning and Regulation,Place
13380152,01/02/2023,"Leaf, David",Planning and Regulation,Place
13379952,01/02/2023,"Oppong-Asare, Abena",Housing Services,Place
13390148,01/02/2023,"Slaughter, June",Environmental Services,Place
13382752,01/02/2023,"Taylor, Nicola",Libraries and Communities,Place
13387284,01/02/2023,"Taylor, Nicola",Environmental Services,Place
13404444,02/02/2023,"Borella, Stefano","Highways, Traffic and Infrastructure",Place
13387084,02/02/2023,"Day, Anna",Environmental Services,Place
13387584,02/02/2023,"Diment, Richard",Leisure Parks and Open Spaces,Place
13387384,02/02/2023,"French, Louie","Highways, Traffic and Infrastructure",Place
13387984,02/02/2023,"French, Louie",Housing Services,Place
13403845,02/02/2023,"Holding, Angela",Housing Services,Place
13367459,02/02/2023,"Perfect, Wendy",Environmental Services,Place
13403645,03/02/2023,"Borella, Stefano",Corporate Finance,Finance
13390348,03/02/2023,"Christoforides, Kurtis",Environmental Services,Place
13393748,03/02/2023,"Christoforides, Kurtis",Environmental Services,Place
13389748,03/02/2023,"Curtois, Andrew",Environmental Services,Place
13385986,03/02/2023,"Day, Anna",Exchequer Services,Finance
13391748,03/02/2023,"Evennett, David",Housing Services,Place
13392448,03/02/2023,"Evennett, David",Housing Services,Place
13391448,03/02/2023,"Hall, Steven",Environmental Services,Place
13393148,03/02/2023,"Hall, Steven",Environmental Services,Place
13393750,03/02/2023,"Hall, Steven",Environmental Services,Place
13407779,03/02/2023,"Hall, Steven",Environmental Services,Place
13403648,03/02/2023,"Hunt, James",Parking Enforcement (Bexley and Bromley),Place
13390448,03/02/2023,"Hunt, James",Leisure Parks and Open Spaces,Place
13392648,03/02/2023,"Leaf, David",Planning and Regulation,Place
13399944,03/02/2023,"Leaf, David","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
13408476,03/02/2023,"Leaf, David",Environmental Services,Place
13416573,03/02/2023,"Leaf, David",Parking Enforcement (Bexley and Bromley),Place
13389448,03/02/2023,"Oppong-Asare, Abena",Exchequer Services,Finance
13389948,03/02/2023,"Ward-Wilson, Janice",Housing Services,Place
13401344,05/02/2023,"Dourmoush, Andy",Housing Services,Place
13409676,05/02/2023,"Gower MBE, Sue",Environmental Services,Place
13401144,05/02/2023,"Leaf, David",Environmental Services,Place
13403744,05/02/2023,"Leaf, David",Planning and Regulation,Place
13403944,05/02/2023,"Leaf, David",Planning and Regulation,Place
13403644,06/02/2023,"Bishop, Brian",Housing Services,Place
13400844,06/02/2023,"Carew, Bola",Environmental Services,Place
13412375,06/02/2023,"Diment, Richard",Housing Services,Place
13400444,06/02/2023,"Evennett, David",Housing Services,Place
13416472,06/02/2023,"Evennett, David",Exchequer Services,Finance
13401444,06/02/2023,"Ferguson, Larry",Exchequer Services,Finance
13405045,06/02/2023,"Hall, Steven",Environmental Services,Place
13405344,06/02/2023,"Hall, Steven",Environmental Services,Place
13401546,06/02/2023,"Holding, Angela",Environmental Services,Place
13399144,06/02/2023,"Perfect, Wendy",Housing Services,Place
13405044,06/02/2023,"Sandhu, Rags",Housing Services,Place
13402845,07/02/2023,"Davey, John",Customer Services & Business Support,Corporate Services
13410976,07/02/2023,"O'Neill OBE, Teresa",Planning and Regulation,Place
13411477,08/02/2023,"Borella, Stefano",Housing Services,Place
13413472,08/02/2023,"Curtois, Andrew","Highways, Traffic and Infrastructure",Place
13401747,08/02/2023,"Davey, John",Housing Services,Place
13419336,08/02/2023,"Evennett, David",Housing Services,Place
13398645,08/02/2023,"Gower MBE, Sue",Environmental Services,Place
13416672,08/02/2023,"Leaf, David","Highways, Traffic and Infrastructure",Place
13419236,08/02/2023,"Leaf, David",Planning and Regulation,Place
13399346,08/02/2023,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
13398949,08/02/2023,"Smith, Cameron",Libraries and Communities,Place
13419636,09/02/2023,"Ball, Chris",Parking Enforcement (Bexley and Bromley),Place
13431200,09/02/2023,"Evennett, David",Housing Services,Place
13412374,09/02/2023,"Gower MBE, Sue","Highways, Traffic and Infrastructure",Place
13419936,09/02/2023,"Hall, Steven",Environmental Services,Place
13424637,09/02/2023,"Hall, Steven",Leisure Parks and Open Spaces,Place
13424836,09/02/2023,"Holding, Angela",Environmental Services,Place
13427736,09/02/2023,"Jackson, Howard",0-25 SEND,Educational Achievement & Inclusion
13426736,09/02/2023,"Moore, Lisa-Jane",Environmental Services,Place
13398545,10/02/2023,"Gill, Baljeet","Highways, Traffic and Infrastructure",Place
13411481,10/02/2023,"Hall, Steven",Environmental Services,Place
13435165,10/02/2023,"Hall, Steven",Environmental Services,Place
13432000,10/02/2023,"Holding, Angela",Housing Services,Place
13433965,10/02/2023,"Holding, Angela",Environmental Services,Place
13435564,10/02/2023,"Leaf, David",Environmental Services,Place
13410977,10/02/2023,"Oppong-Asare, Abena",0-25 SEND,Educational Achievement & Inclusion
13424444,10/02/2023,"Read, Philip",Environmental Services,Place
13399149,10/02/2023,"Ward-Wilson, Janice",Housing Services,Place
13433966,11/02/2023,"Day, Anna",0-25 SEND,Educational Achievement & Inclusion
13433667,13/02/2023,"Ball, Chris",Housing Services,Place
13426340,13/02/2023,"Borella, Stefano",Housing Services,Place
13411583,13/02/2023,"Curtois, Andrew",Housing Services,Place
13434065,13/02/2023,"Evennett, David","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
13436492,13/02/2023,"Ferguson, Larry",Environmental Services,Place
13436893,13/02/2023,"Jackson, Howard","Highways, Traffic and Infrastructure",Place
13433666,13/02/2023,"Leaf, David",Housing Services,Place
13441164,13/02/2023,"O'Neill OBE, Teresa",Environmental Services,Place
13444948,14/02/2023,"Evennett, David",Complex Care,Adult Social Care & Health
13437992,14/02/2023,"Ferguson, Larry",Environmental Services,Place
13399154,14/02/2023,"French, Louie",Housing Services,Place
13439392,14/02/2023,"Hall, Steven",Environmental Services,Place
13403851,14/02/2023,"Hall, Steven","Highways, Traffic and Infrastructure",Place
13438292,14/02/2023,"Hall, Steven",Parking Enforcement (Bexley and Bromley),Place
13436792,14/02/2023,"Moore, Lisa-Jane","Highways, Traffic and Infrastructure",Place
13399164,14/02/2023,"Oppong-Asare, Abena",Housing Services,Place
13444384,14/02/2023,"Oppong-Asare, Abena",Exchequer Services,Finance
13439292,14/02/2023,"Ward-Wilson, Janice",Housing Services,Place
13411585,15/02/2023,"Curtois, Andrew",Environmental Services,Place
13401851,15/02/2023,"Day, Anna","Highways, Traffic and Infrastructure",Place
13450420,15/02/2023,"Evennett, David",Housing Services,Place
13446277,15/02/2023,"Hall, Steven",Environmental Services,Place
13424449,15/02/2023,"Leaf, David",Environmental Services,Place
13426349,15/02/2023,"Ogundayo, Mabel",Housing Services,Place
13403255,15/02/2023,"Oppong-Asare, Abena",Housing Services,Place
13452672,15/02/2023,"Taylor, Nicola",Leisure Parks and Open Spaces,Place
13445780,16/02/2023,"Ferguson, Larry",Environmental Services,Place
13434570,16/02/2023,"Francis, Daniel",Environmental Services,Place
13446972,16/02/2023,"Holding, Angela",Leisure Parks and Open Spaces,Place
13426348,16/02/2023,"Hunt, James",Environmental Services,Place
13445348,16/02/2023,"Jackson, Howard",Housing Services,Place
13444120,16/02/2023,"Oppong-Asare, Abena","Highways, Traffic and Infrastructure",Place
13446640,16/02/2023,"Oppong-Asare, Abena",0-25 SEND,Educational Achievement & Inclusion
13496672,16/02/2023,"Oppong-Asare, Abena","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
13434067,17/02/2023,"Borella, Stefano",Environmental Services,Place
13411483,17/02/2023,"Evennett, David",Housing Services,Place
13451084,17/02/2023,"Evennett, David",Housing Services,Place
13460422,17/02/2023,"Ferguson, Larry",Housing Services,Place
13455996,17/02/2023,"Francis, Daniel",Environmental Services,Place
13448066,17/02/2023,"Gill, Baljeet",Environmental Services,Place
13440658,17/02/2023,"Munur, Cafer","Highways, Traffic and Infrastructure",Place
13460420,18/02/2023,"Day, Anna",Parking Enforcement (Bexley and Bromley),Place
13403657,18/02/2023,"Hall, Steven",Environmental Services,Place
13441163,20/02/2023,"Amaning, Esther",Housing Services,Place
13445150,20/02/2023,"Christoforides, Kurtis","Highways, Traffic and Infrastructure",Place
13441162,20/02/2023,"Day, Anna",Housing Services,Place
13470388,20/02/2023,"Day, Anna",Environmental Services,Place
13412380,20/02/2023,"Evennett, David",Housing Services,Place
13438894,20/02/2023,"Francis, Daniel",Environmental Services,Place
13398653,20/02/2023,"French, Louie",Parking Enforcement (Bexley and Bromley),Place
13469493,20/02/2023,"French, Louie",Housing Services,Place
13403658,20/02/2023,"Hall, Steven",Parking Enforcement (Bexley and Bromley),Place
13492452,20/02/2023,"O'Hare, Nick",Environmental Services,Place
13536172,20/02/2023,"O'Neill OBE, Teresa",Housing Services,Place
13399162,20/02/2023,"Oppong-Asare, Abena",Housing Services,Place
13439694,20/02/2023,"Oppong-Asare, Abena",Complex Care,Adult Social Care & Health
13496040,21/02/2023,"Amaning, Esther","Highways, Traffic and Infrastructure",Place
13497668,21/02/2023,"Amaning, Esther",Housing Services,Place
13445154,21/02/2023,"Ball, Chris","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
13399167,21/02/2023,"Day, Anna",Environmental Services,Place
13398550,21/02/2023,"Francis, Daniel",Environmental Services,Place
13398551,21/02/2023,"French, Louie",Exchequer Services,Finance
13403256,21/02/2023,"French, Louie","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
13498596,21/02/2023,"French, Louie",Planning and Regulation,Place
13444854,21/02/2023,"Hunt, James","Highways, Traffic and Infrastructure",Place
13431216,21/02/2023,"Jackson, Howard","Highways, Traffic and Infrastructure",Place
